,alphax_el,alphaz_el,ehull,a,dipole,density,dos_at_ef_nosoc,energy,hform,workfunction,efermi,evac,MagpieData mean Polarizability,MagpieData mean Density,MagpieData mean CovalentRadius,MagpieData mean NdValence,MagpieData mean NfValence,MagpieData mean NValence,MagpieData mean NpUnfilled,PymatgenData mean X,PymatgenData mean atomic_mass,PymatgenData mean atomic_radius,DemlData mean molar_vol,MagpieData mean Polarizability_A,MagpieData mean Density_A,MagpieData mean NpValence_A,MagpieData mean NdValence_A,MagpieData mean NValence_A,PymatgenData mean X_A,PymatgenData mean atomic_radius_A,DemlData mean molar_vol_A,MagpieData mean FirstIonizationEnergy_B,MagpieData mean Density_B,MagpieData mean CovalentRadius_B,MagpieData mean NValence_B,PymatgenData mean X_B,PymatgenData mean atomic_mass_B,PymatgenData mean atomic_radius_B,DemlData mean molar_vol_B,MagpieData mean Polarizability_interface,MagpieData mean Density_interface,MagpieData mean NpValence_interface,MagpieData mean NdValence_interface,MagpieData mean NValence_interface,PymatgenData mean X_interface,PymatgenData mean atomic_radius_interface,DemlData mean molar_vol_interface
MagpieData mean Polarizability_A,0.10333170856345725,0.09866568055422514,-0.026335427215856643,0.08647870144157677,-0.06026562263992718,0.09808357798179662,0.08131710201117616,-0.024308564278849615,0.09460090770327023,-0.06582067199700456,0.07325028706934275,0.03585647513208167,0.15427079723094841,0.2082710200711684,0.242189932092181,0.23059921628950153,-0.06885948846340108,0.07988011446475345,0.0030620751205409813,-0.20723235275150395,0.18157626675127694,0.24338177300821673,0.1105598831050579,1.0,0.4629358659135017,-0.12601134342433182,0.5301562193375841,0.18386637620539883,-0.542486100200068,0.5478168151710863,0.39338346642602573,-0.008180816877197974,0.053334546922784595,0.02359530705048277,-0.02046877603376632,-0.006115594411674501,0.0015858806695982896,-0.005764534841286454,-0.043636174391349765,-0.45163264489079485,-0.09649014421801516,0.02483944764935662,-0.17753737058619254,0.008240362047371448,0.1407572110449253,-0.16293569908713562,-0.10575956464227373
MagpieData mean Density_A,0.4772895481061723,0.3805639097629512,0.3729155320151098,-0.15875090557814117,-0.040733472705101116,0.5211183345616447,0.30213492799241815,-0.1822541352942136,0.3178345472793995,-0.06582485443735361,0.3166530830914399,0.4574810528308973,0.2930032189943246,0.5019700776063093,0.5702147690242735,0.3598701159852443,0.19872606154873465,0.27720276827763457,0.17796051460896609,-0.5628127183686296,0.4384960061736322,0.5796786061792875,0.0074644290806588215,0.4629358659135017,1.0,-0.5688432170858909,0.7948256920359822,0.8439507800419771,-0.8300717073270854,0.8940242104800888,0.41798024658457356,-0.13388026626893526,0.023001882906846315,0.17961687724942013,-0.15948817085548345,-0.18084031540598405,-0.08213184167372278,0.025114727201105365,-0.1428245195733633,-0.09649014421801512,0.04731158459809923,-0.33241846659484453,-0.10753559229220945,-0.03018797580071344,-0.10652327878462893,-0.005129077521979663,-0.20539873497460714
MagpieData mean NpValence_A,-0.6103259050611987,-0.38794361210687334,-0.4820617548804932,0.4547002642636848,0.1516012400450347,-0.5238320185346443,-0.48741730109888054,0.5192349560462919,-0.22669531702238277,-0.07036855655771176,-0.2518648257205171,-0.5336083920604173,-0.3567042376482459,-0.5181993409748149,-0.4382609769894297,0.027647498826622888,-0.27499893539416415,-0.034839815358947,-0.23859461295468493,0.6903564667330251,-0.24667390196608055,-0.37257834561498415,0.39826689213553157,-0.12601134342433182,-0.5688432170858909,1.0,-0.11011289427684696,-0.18001672085509596,0.7997539435408045,-0.27176339697327095,0.41459679890937795,0.24711831731501852,-0.1394495368605761,-0.30791333572509316,0.22239870852949634,0.2724428585025283,0.0846353762842878,-0.04595605360833048,0.2731057402699912,0.024839447649355813,-0.3324184665948446,0.43739445114595926,-0.12753374023706515,-0.2587826366305563,0.30148734019881207,-0.2782199349065925,0.02729457724194899
MagpieData mean NdValence_A,0.20770833401941058,0.19384631576798148,0.14907128753897997,0.061641660370926395,0.0817615265400093,0.2711395281981024,0.09960537186426362,0.06908002455685705,0.23088127786890017,-0.05997053424592439,0.1691106998237456,0.20999979761448492,0.12412010446928878,0.2946419351663982,0.3625596759349051,0.513335973421432,0.04146247467025224,0.32762800225913696,0.08277675982634242,-0.22049826366149597,0.3279556539053896,0.3866356732425033,0.157189487342874,0.5301562193375841,0.7948256920359822,-0.11011289427684696,1.0,0.8856214145777587,-0.4263360766628621,0.7356272803045131,0.5095025925719087,0.008533766678438583,-0.0331558492316351,0.015757737492301308,-0.05264657197683108,-0.034723242556352236,-0.04344545074544172,-0.018319936348956633,-0.020701007131072726,-0.17753737058619276,-0.10753559229220971,-0.1275337402370648,-0.2342140618002689,-0.1497595973505892,0.02542490981331451,-0.11764835946057604,-0.1576572856685301
MagpieData mean NValence_A,0.3023218043682027,0.2719799512967442,0.29369920643420516,-0.01894809398959983,0.09939081261208901,0.40407868717178896,0.13797743345227528,0.05194322635112822,0.2920428879485226,-0.0810368351339523,0.2680768334648037,0.3522974760546676,0.13650635523633017,0.33030732182397116,0.4395277040398189,0.46228025093621505,0.1597570384840214,0.36339134371770976,0.12968789605547634,-0.29606603950037946,0.39658989590799054,0.4845552401444311,0.15813581063156276,0.18386637620539883,0.8439507800419771,-0.18001672085509596,0.8856214145777587,1.0,-0.4137635393234913,0.795959579049989,0.5512100987675405,-0.0365804726004729,-0.06500255126175747,0.06717832201013098,-0.08665996931787466,-0.09983345279765132,-0.0652746566559406,0.007054681943767906,-0.026618178312627232,0.008240362047371176,-0.03018797580071353,-0.25878263663055573,-0.1497595973505891,-0.1368041667582356,-0.07450701856553657,-0.04295291640642277,-0.1892474748216918
PymatgenData mean X_A,-0.506588244223857,-0.36285986760738137,-0.3322219027675545,0.2606152828522223,0.14881937754688904,-0.4650920258023643,-0.3796647163530857,0.3777941048643385,-0.23111598148446205,0.010943403829065876,-0.25232598832659786,-0.42195266598459524,-0.35748842416219995,-0.5098617097985546,-0.5067774972153225,-0.12610766621103187,-0.17273131160916025,-0.0882979153185848,-0.1711544767981505,0.659712152879479,-0.32504633755623447,-0.47205828677334044,0.17807908765306396,-0.542486100200068,-0.8300717073270854,0.7997539435408045,-0.4263360766628621,-0.4137635393234913,1.0,-0.6863862361372336,-0.10126907483157388,0.19192098888859166,-0.10515648516907401,-0.2373332773866973,0.18853826234871124,0.2060845437643526,0.07861057224621648,-0.02994721965603921,0.22402531918815424,0.14075721104492478,-0.10652327878462879,0.301487340198811,0.02542490981331418,-0.07450701856553672,0.10338838143930332,-0.030685025643168322,0.1581231568598955
PymatgenData mean atomic_radius_A,0.3629206352408083,0.3259740423494012,0.3105434746217253,-0.026248093963906077,0.025599379894696777,0.46553339939803623,0.18363828914054914,-0.005197796086373814,0.3105286942977353,-0.13873794561428926,0.3398246259277795,0.39678064656271556,0.22162135204517092,0.388914465977385,0.5436102359897116,0.35329102173070304,0.17611375223761896,0.29362393905866196,0.12291064064878891,-0.43281485688187127,0.45825350737272635,0.6021715984699929,0.2019584448519205,0.5478168151710863,0.8940242104800888,-0.27176339697327095,0.7356272803045131,0.795959579049989,-0.6863862361372336,1.0,0.7327884592192255,-0.08586391765808538,-0.03199664943720316,0.12219343213922552,-0.10341609417405143,-0.14246226879122384,-0.05837419238414181,0.03568682603993545,-0.05330136137297352,-0.16293569908713615,-0.005129077521979832,-0.27821993490659225,-0.11764835946057607,-0.04295291640642303,-0.03068502564316781,-0.08348270352935182,-0.24385735516715984
DemlData mean molar_vol_A,-0.08095150266766114,0.05203971197240446,-0.015733394681281668,0.27122932947381545,0.054963828081216054,0.08503693031911543,-0.15921235450597748,0.33525099515290796,0.14509933465843466,-0.20660058048991764,0.16018431155638496,-0.008252368045277098,-0.029384019963743367,0.010986309058987788,0.21691741142592358,0.29999791414060506,-0.010685626531959707,0.2265164510143186,-0.046766179745643566,0.05013287314234086,0.25873380044052485,0.31738390786650983,0.47483545411168876,0.39338346642602573,0.41798024658457356,0.41459679890937795,0.5095025925719087,0.5512100987675405,-0.10126907483157388,0.7327884592192255,1.0,0.07660020569768551,-0.12147029984837221,-0.08499002343464442,0.051872853342503286,0.044366515963088625,0.004302670566398027,0.010612818963451716,0.13367370366133766,-0.1057595646422749,-0.20539873497460706,0.027294577241948604,-0.15765728566853027,-0.189247474821692,0.15812315685989617,-0.24385735516715987,-0.2080999390350024
MagpieData mean FirstIonizationEnergy_B,-0.3193786210764527,-0.15557244075280463,-0.17893966996377603,0.4013893345516127,0.47968584583894136,-0.33231464106998043,-0.2635482984343299,0.6355153666063921,0.5244617856480545,0.43198639207661277,-0.46876342407626087,-0.21456963539796134,-0.5498434305182763,-0.24324893346400306,-0.5868959773963789,0.41839868914827777,-0.27858523429620674,0.19902401497251906,0.5587525050626485,0.5438669771768349,-0.112874520928792,-0.39726149332514876,0.24380750628722062,-0.008180816877197974,-0.13388026626893526,0.24711831731501852,0.008533766678438583,-0.0365804726004729,0.19192098888859166,-0.08586391765808538,0.07660020569768551,1.0,-0.16533721114144073,-0.8385698621320007,0.2808036623106332,0.7290157872303255,-0.028800991566352352,-0.6284031833685089,0.2521393050555779,-0.008180816877198738,-0.1338802662689356,0.24711831731501738,0.008533766678438123,-0.03658047260047336,0.19192098888859163,-0.08586391765808596,0.07660020569768491
MagpieData mean Density_B,-0.021477746078562957,-0.04529507786013592,0.01305637228209802,-0.11125697908141174,-0.18864054317896245,0.5381353903252148,0.16673789276014914,-0.3686223367392751,-0.10046521066495717,-0.17048113687440034,0.24530577478912724,0.1891510883051525,0.06798837999415333,0.741975284539163,0.22754297070422871,-0.12344726086741757,0.6855617974859614,0.3646883179480175,-0.07102127538836227,-0.12384562478968833,0.4936543462424229,0.12467420636422913,-0.08019505804101604,0.053334546922784595,0.023001882906846315,-0.1394495368605761,-0.0331558492316351,-0.06500255126175747,-0.10515648516907401,-0.03199664943720316,-0.12147029984837221,-0.16533721114144073,1.0,0.42121499643627114,0.5121024096861123,-0.03530873396597275,0.7332587477170031,0.3619252502378087,0.05649825261670694,0.05333454692278524,0.023001882906846547,-0.13944953686057535,-0.0331558492316346,-0.06500255126175687,-0.10515648516907398,-0.03199664943720242,-0.12147029984837147
MagpieData mean CovalentRadius_B,0.371036823196867,-0.015324769202402352,0.21676450195903435,-0.4289976552853689,-0.4303511717280668,0.5061578329889198,0.3352936884765678,-0.7001085414244457,-0.6004372192474983,-0.476140662439807,0.5918396256129931,0.366700872170025,0.7225368822986846,0.47004306548568986,0.7210763801790213,-0.43414700317382304,0.3917639072081182,-0.13640061856379085,-0.5508142327003829,-0.6315015491301538,0.25336019258489,0.4368863652316173,-0.2411676639689564,0.02359530705048277,0.17961687724942013,-0.30791333572509316,0.015757737492301308,0.06717832201013098,-0.2373332773866973,0.12219343213922552,-0.08499002343464442,-0.8385698621320007,0.42121499643627114,1.0,-0.24308779181211382,-0.8156719964810951,0.16679301244395825,0.6134973621016536,-0.23605709341245532,0.023595307050481188,0.17961687724941977,-0.3079133357250954,0.015757737492299865,0.06717832201012991,-0.2373332773866979,0.12219343213922325,-0.08499002343464807
MagpieData mean NValence_B,-0.3873558869138816,-0.14750169364596985,-0.13382231167108014,0.6370685622318729,0.4313222199000662,0.11082680394414154,-0.26853959536027955,0.49600165022357345,0.24321845484896684,0.4516321655325343,-0.44113526505158357,-0.13954109075088988,-0.7437928879253519,0.22121389397561633,-0.24858588633094925,0.2882259420335068,0.6330448418077417,0.7528437675901622,0.5180924808356604,0.42039659041349686,0.5466533561709757,0.03894776775574096,0.5709667462074701,-0.02046877603376632,-0.15948817085548345,0.22239870852949634,-0.05264657197683108,-0.08665996931787466,0.18853826234871124,-0.10341609417405143,0.051872853342503286,0.2808036623106332,0.5121024096861123,-0.24308779181211382,1.0,0.4780421123607584,0.899276247362589,0.3741161812867935,0.7751587518066131,-0.020468776033766543,-0.15948817085548378,0.2223987085294962,-0.05264657197683127,-0.08665996931787484,0.18853826234871152,-0.1034160941740517,0.05187285334250324
PymatgenData mean X_B,-0.43299619917846155,-0.13143448747985223,-0.24842943706929915,0.4737987545013835,0.3591070205765158,-0.2997141383708133,-0.3409357303424212,0.5690458447939982,0.5831206711116588,0.43676673913990616,-0.5144547188394605,-0.28710637781827714,-0.7865641671606878,-0.19307218501395068,-0.6264475789701053,0.4283534003349128,-0.14608445554055516,0.3008587676276691,0.5838443269541924,0.6878731508535464,-0.017335781466686614,-0.3384470412925008,0.31129285313751565,-0.006115594411674501,-0.18084031540598405,0.2724428585025283,-0.034723242556352236,-0.09983345279765132,0.2060845437643526,-0.14246226879122384,0.044366515963088625,0.7290157872303255,-0.03530873396597275,-0.8156719964810951,0.4780421123607584,1.0,0.18806851940591204,-0.3416886032861678,0.399322718395727,-0.006115594411673878,-0.18084031540598394,0.27244285850252875,-0.03472324255635183,-0.09983345279765109,0.20608454376435278,-0.1424622687912234,0.04436651596308965
PymatgenData mean atomic_mass_B,-0.25686432026316364,-0.13922444907899587,-0.04853940640355786,0.4700473788706486,0.24894895755536134,0.3337636871611687,-0.11595606901109737,0.18483803156435835,0.023464858147282983,0.2585485468932055,-0.18912938638661492,0.029956871475527322,-0.43261313872080015,0.4522952238353129,0.04437188651214358,0.13659683624100377,0.7625756696108258,0.6898067496074956,0.32370000194915904,0.16990296897231055,0.6675382683375409,0.22453521818160677,0.47624165907664007,0.0015858806695982896,-0.08213184167372278,0.0846353762842878,-0.04344545074544172,-0.0652746566559406,0.07861057224621648,-0.05837419238414181,0.004302670566398027,-0.028800991566352352,0.7332587477170031,0.16679301244395825,0.899276247362589,0.18806851940591204,1.0,0.6539115863810708,0.7029895100377285,0.0015858806695983536,-0.08213184167372269,0.08463537628428795,-0.04344545074544165,-0.06527465665594055,0.07861057224621645,-0.05837419238414179,0.004302670566398251
PymatgenData mean atomic_radius_B,-0.01488279841958875,0.04044169160057607,0.09135412082423253,0.24484837256296696,0.0060073786393237336,0.3294647898250405,-0.021149340295718817,-0.10406504079818157,-0.31822227327617586,0.019512796828144698,0.07361714274893437,0.1545082742287781,0.021848384051725782,0.2841025726829055,0.40417689446345895,-0.08112411623133786,0.545869504043303,0.32154965946943614,-0.02172973263791682,-0.19387519358661495,0.5189249785922655,0.5031182371997954,0.3720442587885918,-0.005764534841286454,0.025114727201105365,-0.04595605360833048,-0.018319936348956633,0.007054681943767906,-0.02994721965603921,0.03568682603993545,0.010612818963451716,-0.6284031833685089,0.3619252502378087,0.6134973621016536,0.3741161812867935,-0.3416886032861678,0.6539115863810708,1.0,0.53867934045996,-0.005764534841285632,0.02511472720110585,-0.045956053608330175,-0.018319936348955783,0.007054681943768507,-0.02994721965603948,0.035686826039936115,0.010612818963452491
DemlData mean molar_vol_B,-0.3758597066747678,-0.17975379270474995,-0.09602495907429713,0.8306860762106834,0.592316591891415,-0.07617427623805652,-0.3555984273507054,0.6826995945119123,0.18831812647683036,0.5734485887817168,-0.5364716308322331,-0.13621359013034168,-0.7034924396524372,-0.09167302068534545,-0.19596185854257106,0.37424781722838296,0.34194982093220466,0.6245651256116702,0.6050312976894155,0.4188439178217514,0.4633237128832696,0.1783021546763088,0.8015014053257945,-0.043636174391349765,-0.1428245195733633,0.2731057402699912,-0.020701007131072726,-0.026618178312627232,0.22402531918815424,-0.05330136137297352,0.13367370366133766,0.2521393050555779,0.05649825261670694,-0.23605709341245532,0.7751587518066131,0.399322718395727,0.7029895100377285,0.53867934045996,1.0,-0.043636174391349904,-0.1428245195733633,0.2731057402699914,-0.020701007131072795,-0.026618178312627392,0.2240253191881547,-0.05330136137297358,0.13367370366133824
MagpieData mean Polarizability_interface,0.1033317085634572,0.09866568055422434,-0.0263354272158567,0.08647870144157715,-0.060265622639927144,0.09808357798179503,0.08131710201117615,-0.02430856427884953,0.09460090770327029,-0.06582067199700489,0.07325028706934278,0.03585647513208158,0.15427079723094866,0.20827102007116768,0.24218993209217868,0.23059921628950186,-0.06885948846340115,0.07988011446475272,0.0030620751205407233,-0.20723235275150279,0.18157626675127664,0.24338177300821642,0.11055988310505999,-0.45163264489079485,-0.09649014421801512,0.024839447649355813,-0.17753737058619276,0.008240362047371176,0.14075721104492478,-0.16293569908713615,-0.1057595646422749,-0.008180816877198738,0.05333454692278524,0.023595307050481188,-0.020468776033766543,-0.006115594411673878,0.0015858806695983536,-0.005764534841285632,-0.043636174391349904,1.0,0.46293586591350183,-0.12601134342433168,0.5301562193375842,0.18386637620539906,-0.5424861002000683,0.5478168151710866,0.39338346642602534
MagpieData mean Density_interface,0.47728954810617186,0.380563909762951,0.3729155320151097,-0.15875090557814087,-0.040733472705100915,0.5211183345616445,0.3021349279924179,-0.18225413529421358,0.31783454727939936,-0.0658248544373536,0.31665308309144,0.4574810528308975,0.29300321899432474,0.5019700776063089,0.570214769024272,0.3598701159852442,0.19872606154873465,0.2772027682776341,0.17796051460896592,-0.5628127183686292,0.43849600617363227,0.5796786061792877,0.007464429080659428,-0.09649014421801516,0.04731158459809923,-0.3324184665948446,-0.10753559229220971,-0.03018797580071353,-0.10652327878462879,-0.005129077521979832,-0.20539873497460706,-0.1338802662689356,0.023001882906846547,0.17961687724941977,-0.15948817085548378,-0.18084031540598394,-0.08213184167372269,0.02511472720110585,-0.1428245195733633,0.46293586591350183,1.0,-0.5688432170858909,0.7948256920359821,0.8439507800419771,-0.8300717073270852,0.8940242104800891,0.4179802465845732
MagpieData mean NpValence_interface,-0.6103259050611984,-0.38794361210687395,-0.48206175488049346,0.454700264263685,0.15160124004503475,-0.5238320185346459,-0.4874173010988804,0.5192349560462918,-0.2266953170223828,-0.07036855655771235,-0.2518648257205168,-0.5336083920604172,-0.3567042376482457,-0.5181993409748159,-0.4382609769894308,0.027647498826623193,-0.27499893539416426,-0.03483981535894751,-0.23859461295468537,0.6903564667330263,-0.2466739019660805,-0.3725783456149838,0.39826689213553396,0.02483944764935662,-0.33241846659484453,0.43739445114595926,-0.1275337402370648,-0.25878263663055573,0.301487340198811,-0.27821993490659225,0.027294577241948604,0.24711831731501738,-0.13944953686057535,-0.3079133357250954,0.2223987085294962,0.27244285850252875,0.08463537628428795,-0.045956053608330175,0.2731057402699914,-0.12601134342433168,-0.5688432170858909,1.0,-0.11011289427684734,-0.18001672085509593,0.7997539435408041,-0.2717633969732713,0.4145967989093782
MagpieData mean NdValence_interface,0.20770833401941058,0.19384631576798092,0.14907128753897989,0.06164166037092665,0.08176152654000891,0.27113952819810105,0.09960537186426366,0.06908002455685683,0.23088127786890053,-0.05997053424592478,0.16911069982374566,0.20999979761448487,0.12412010446928898,0.2946419351663979,0.3625596759349031,0.5133359734214321,0.04146247467025211,0.32762800225913646,0.0827767598263423,-0.22049826366149522,0.3279556539053894,0.3866356732425031,0.15718948734287574,-0.17753737058619254,-0.10753559229220945,-0.12753374023706515,-0.2342140618002689,-0.1497595973505891,0.02542490981331418,-0.11764835946057607,-0.15765728566853027,0.008533766678438123,-0.0331558492316346,0.015757737492299865,-0.05264657197683127,-0.03472324255635183,-0.04344545074544165,-0.018319936348955783,-0.020701007131072795,0.5301562193375842,0.7948256920359821,-0.11011289427684734,1.0,0.8856214145777579,-0.4263360766628622,0.7356272803045131,0.5095025925719078
MagpieData mean NValence_interface,0.3023218043682031,0.271979951296744,0.2936992064342052,-0.01894809398959979,0.0993908126120888,0.404078687171788,0.13797743345227526,0.05194322635112802,0.2920428879485226,-0.08103683513395274,0.26807683346480404,0.3522974760546677,0.13650635523633048,0.33030732182397116,0.4395277040398177,0.46228025093621544,0.15975703848402134,0.3633913437177094,0.12968789605547618,-0.29606603950037874,0.39658989590799043,0.4845552401444309,0.15813581063156423,0.008240362047371448,-0.03018797580071344,-0.2587826366305563,-0.1497595973505892,-0.1368041667582356,-0.07450701856553672,-0.04295291640642303,-0.189247474821692,-0.03658047260047336,-0.06500255126175687,0.06717832201012991,-0.08665996931787484,-0.09983345279765109,-0.06527465665594055,0.007054681943768507,-0.026618178312627392,0.18386637620539906,0.8439507800419771,-0.18001672085509593,0.8856214145777579,1.0,-0.41376353932349186,0.7959595790499898,0.5512100987675403
PymatgenData mean X_interface,-0.506588244223857,-0.36285986760738154,-0.33222190276755453,0.26061528285222235,0.14881937754688906,-0.4650920258023647,-0.37966471635308546,0.3777941048643387,-0.23111598148446197,0.010943403829065885,-0.2523259883265979,-0.42195266598459535,-0.3574884241622002,-0.5098617097985554,-0.5067774972153228,-0.1261076662110322,-0.17273131160916042,-0.08829791531858504,-0.17115447679815035,0.6597121528794793,-0.32504633755623447,-0.4720582867733409,0.17807908765306454,0.1407572110449253,-0.10652327878462893,0.30148734019881207,0.02542490981331451,-0.07450701856553657,0.10338838143930332,-0.03068502564316781,0.15812315685989617,0.19192098888859163,-0.10515648516907398,-0.2373332773866979,0.18853826234871152,0.20608454376435278,0.07861057224621645,-0.02994721965603948,0.2240253191881547,-0.5424861002000683,-0.8300717073270852,0.7997539435408041,-0.4263360766628622,-0.41376353932349186,1.0,-0.6863862361372346,-0.10126907483157452
PymatgenData mean atomic_radius_interface,0.3629206352408086,0.3259740423494005,0.3105434746217255,-0.026248093963906066,0.02559937989469681,0.4655333993980349,0.1836382891405491,-0.005197796086374245,0.3105286942977354,-0.13873794561428965,0.3398246259277795,0.3967806465627159,0.22162135204517122,0.3889144659773841,0.5436102359897105,0.3532910217307033,0.1761137522376187,0.2936239390586613,0.12291064064878891,-0.4328148568818698,0.4582535073727257,0.6021715984699922,0.20195844485192307,-0.16293569908713562,-0.005129077521979663,-0.2782199349065925,-0.11764835946057604,-0.04295291640642277,-0.030685025643168322,-0.08348270352935182,-0.24385735516715987,-0.08586391765808596,-0.03199664943720242,0.12219343213922325,-0.1034160941740517,-0.1424622687912234,-0.05837419238414179,0.035686826039936115,-0.05330136137297358,0.5478168151710866,0.8940242104800891,-0.2717633969732713,0.7356272803045131,0.7959595790499898,-0.6863862361372346,1.0,0.7327884592192258
DemlData mean molar_vol_interface,-0.08095150266766125,0.05203971197240325,-0.01573339468128188,0.2712293294738164,0.05496382808121619,0.08503693031911308,-0.15921235450597773,0.33525099515290857,0.14509933465843522,-0.2066005804899184,0.16018431155638513,-0.008252368045277379,-0.029384019963743575,0.010986309058986366,0.21691741142592144,0.29999791414060545,-0.010685626531960101,0.22651645101431792,-0.0467661797456434,0.05013287314234371,0.25873380044052474,0.3173839078665098,0.47483545411169376,-0.10575956464227373,-0.20539873497460714,0.02729457724194899,-0.1576572856685301,-0.1892474748216918,0.1581231568598955,-0.24385735516715984,-0.2080999390350024,0.07660020569768491,-0.12147029984837147,-0.08499002343464807,0.05187285334250324,0.04436651596308965,0.004302670566398251,0.010612818963452491,0.13367370366133824,0.39338346642602534,0.4179802465845732,0.4145967989093782,0.5095025925719078,0.5512100987675403,-0.10126907483157452,0.7327884592192258,1.0
